"Transaction Date",c11,,bc_victoria,,bc_vancouver,,ab_calgary,,ab_edmonton,,mb_winnipeg,,on_hamilton,,on_toronto,,on_ottawa,,qc_montreal,,qc_quebec_city,,ns_halifax,
Feb-2012,148.76,8112,138.47,234,168.30,1790,153.47,287,160.12,412,180.96,299,130.57,347,138.98,2564,136.92,368,144.32,1504,168.19,189,134.00,118
Mar-2012,149.43,10850,139.94,266,169.48,2359,152.41,342,160.09,533,180.66,366,131.29,447,139.51,3214,137.02,565,146.02,2231,167.86,387,136.67,140
Apr-2012,150.61,11081,139.40,112,170.57,1054,154.54,394,162.42,735,183.26,387,131.46,489,140.66,3747,137.87,588,147.18,2950,166.77,439,138.85,186
May-2012,152.34,17859,139.45,341,172.46,2761,157.64,594,164.72,962,185.09,612,132.74,617,142.68,4678,138.74,794,148.06,5315,167.43,902,139.45,283
Jun-2012,154.21,22005,140.40,343,173.33,2942,160.36,657,166.78,887,187.84,776,133.69,828,145.03,6122,141.14,1117,149.66,6505,169.71,1656,140.73,172
Jul-2012,155.28,18637,143.15,500,172.44,3738,160.68,643,167.40,1175,188.40,1052,136.41,808,147.32,6026,141.95,1261,150.19,2708,173.16,546,140.92,180
Aug-2012,155.52,16894,142.11,387,170.31,2344,161.40,640,168.57,1090,189.14,1038,139.17,881,148.39,6277,143.07,1217,150.39,2394,172.10,487,141.66,139
Sep-2012,154.97,11135,140.28,260,168.28,2172,162.22,471,167.33,700,189.95,899,139.63,480,148.55,3538,141.94,574,149.49,1646,171.73,264,142.42,131
Oct-2012,154.59,11221,139.49,274,168.46,1880,161.90,444,167.81,761,189.94,750,140.18,491,147.72,3677,141.41,594,149.07,1891,170.25,353,142.26,106
Nov-2012,154.02,11433,138.20,240,167.51,2007,162.61,388,166.28,640,188.60,561,139.75,582,147.33,3743,140.75,700,148.45,2032,170.14,439,140.92,101
Dec-2012,153.45,8528,139.51,219,165.89,1780,161.17,323,166.16,458,187.32,505,141.01,340,146.84,2745,140.57,399,148.06,1500,173.11,218,139.88,41
Jan-2013,153.00,7245,141.51,125,164.55,1244,161.01,294,164.95,429,186.76,427,139.47,329,146.29,2599,141.23,358,147.80,1216,175.53,163,142.24,61
Feb-2013,152.72,6573,139.48,143,165.72,1172,159.02,257,164.37,406,188.19,232,139.00,304,145.84,2161,140.15,295,147.24,1318,177.04,196,142.42,89
Mar-2013,153.31,8365,135.04,166,166.98,1473,161.12,269,166.00,526,188.74,319,137.71,399,146.09,2701,140.23,427,148.27,1695,177.83,281,142.88,109
Apr-2013,153.68,11647,134.84,249,165.63,2312,163.06,425,168.19,650,191.27,428,138.51,512,146.67,3416,139.99,572,149.04,2505,177.01,413,142.68,165
May-2013,155.39,16279,133.76,281,166.87,2230,166.84,569,171.32,742,193.63,626,140.48,603,148.20,4428,141.48,852,150.90,4851,178.34,912,142.65,185
Jun-2013,157.00,18725,133.96,331,168.42,2644,169.21,655,171.79,977,195.23,467,142.99,723,150.30,5040,142.71,929,151.80,5524,179.19,1271,143.90,164
Jul-2013,158.16,17780,137.41,484,168.92,3416,170.12,549,173.18,1069,194.47,1139,145.58,759,152.30,5890,143.20,1163,151.83,2652,179.70,529,143.01,130
Aug-2013,159.12,17169,138.49,428,170.18,3037,171.89,631,172.88,1142,194.07,835,146.78,850,154.10,6413,143.47,1148,151.44,2201,178.16,417,140.74,67
Sep-2013,159.12,14263,139.51,364,171.11,3303,171.23,643,171.91,869,193.83,1144,147.81,508,154.07,4337,143.41,997,150.69,1740,177.41,281,139.85,77
Oct-2013,159.34,11829,138.73,241,173.00,1832,172.69,568,171.45,914,193.69,681,146.66,535,153.76,4127,142.65,636,150.48,1903,176.71,283,141.28,109
Nov-2013,159.21,12326,136.22,300,174.04,2556,172.23,439,171.19,701,193.82,637,147.03,605,153.50,4155,142.39,592,149.65,1909,176.42,327,142.07,105
Dec-2013,159.29,10212,133.92,251,175.03,2360,171.67,417,172.16,568,193.66,509,146.17,418,154.05,3432,141.98,412,148.71,1532,175.64,258,140.43,55
Jan-2014,160.33,9171,133.48,143,176.94,1604,172.42,432,172.23,488,193.96,403,146.63,421,154.80,3016,141.99,916,151.32,1489,175.39,214,138.06,45
Feb-2014,160.83,7544,134.70,197,178.47,1734,174.34,262,173.18,334,194.84,220,145.97,285,154.67,2316,140.84,559,152.41,1382,173.35,218,135.69,37
Mar-2014,161.23,9915,135.27,217,179.62,2359,176.72,446,173.82,559,195.23,382,144.92,373,154.63,2765,138.97,690,152.79,1786,173.40,281,136.83,57
Apr-2014,162.07,11661,133.88,236,180.52,2141,179.39,326,174.88,595,196.00,344,145.92,459,155.15,3494,140.25,859,153.40,2659,175.03,436,137.75,112
May-2014,163.33,17234,133.79,320,180.47,2600,181.29,579,175.85,1073,195.51,253,148.80,669,157.16,4545,141.19,1278,153.93,4809,178.92,981,142.07,127
Jun-2014,164.58,22610,136.17,464,178.75,3899,182.89,442,177.82,1069,194.42,486,153.39,837,159.43,5954,143.71,1696,155.28,6189,180.23,1378,140.36,196
Jul-2014,166.23,20346,140.90,497,179.16,3462,183.99,875,179.59,1445,194.21,1275,155.87,873,162.35,6498,144.59,1833,155.75,2817,180.63,577,141.36,194
Aug-2014,167.52,20153,141.38,574,180.63,4454,185.41,583,180.59,1194,197.78,1115,156.61,937,164.37,6771,145.91,1729,155.11,2169,181.61,408,142.04,219
Sep-2014,168.11,14094,138.84,372,182.20,2844,187.42,544,180.60,1166,198.81,752,156.05,668,165.48,4935,144.78,990,154.14,1455,181.36,243,143.01,125
Oct-2014,168.33,14362,138.62,344,184.31,2835,188.35,540,179.83,896,198.04,1026,157.38,653,165.08,5007,143.71,1049,154.15,1595,179.42,294,141.82,123
Nov-2014,168.06,13407,138.19,454,184.36,3883,188.02,360,181.77,770,196.75,726,157.39,590,164.63,4122,143.32,836,153.92,1352,176.31,210,139.57,104
Dec-2014,167.96,10655,138.17,247,183.71,1966,185.99,360,182.17,657,196.66,482,157.61,493,165.20,4066,143.06,743,154.08,1342,176.39,221,136.94,78
Jan-2015,168.62,8397,139.41,201,185.94,1784,184.68,313,182.74,483,194.74,396,157.15,437,166.18,3201,142.09,526,154.15,883,177.68,109,137.60,64
Feb-2015,168.82,7683,140.04,193,188.66,2105,184.10,228,181.24,453,192.88,234,157.60,357,165.99,2500,139.97,484,154.07,938,177.89,141,136.72,50
Mar-2015,169.18,9891,139.70,250,189.14,2638,184.45,242,181.93,572,193.33,288,157.07,406,166.42,3186,139.30,607,154.63,1392,178.37,219,138.36,91
Apr-2015,169.35,11514,139.47,290,189.20,2507,184.85,271,183.11,529,197.00,345,156.99,492,166.44,3812,138.88,812,154.54,2043,178.60,315,139.39,98
May-2015,170.74,16243,140.19,433,191.58,3560,178.84,326,184.28,642,197.39,598,157.97,623,169.10,4809,140.37,1139,155.97,3299,180.90,696,142.62,118
Jun-2015,172.98,23164,143.87,554,193.90,4969,183.23,454,184.27,886,196.80,249,161.85,969,171.86,6989,142.31,1771,156.75,4914,181.18,1261,142.05,148
Jul-2015,175.10,21028,146.36,623,196.94,4720,179.75,542,182.93,1150,195.89,605,166.27,1060,175.91,7511,145.15,1968,157.60,2302,181.42,408,140.56,139
Aug-2015,176.88,19764,145.89,728,198.08,5392,186.70,546,182.02,1007,197.08,792,170.33,1000,178.75,6855,145.08,1463,156.99,1657,180.26,261,140.05,63
Sep-2015,177.91,15086,147.08,436,201.20,3395,187.98,488,182.04,992,194.32,623,172.53,709,179.79,5522,144.81,1109,156.52,1527,177.63,245,142.71,40
Oct-2015,178.21,14647,147.55,391,202.42,3471,186.51,366,182.33,808,198.09,729,172.08,699,180.35,5130,144.07,1132,156.13,1617,178.65,262,140.30,42
Nov-2015,178.68,15066,150.15,519,205.15,4685,184.20,313,180.77,672,197.48,537,172.52,665,180.53,4834,143.45,978,156.93,1595,179.30,237,138.32,31
Dec-2015,178.79,10976,150.17,271,207.40,2089,181.10,305,180.21,485,194.55,605,171.51,553,180.82,4299,142.59,750,156.57,1375,180.95,220,140.45,24
Jan-2016,178.78,10315,151.25,271,209.17,3040,179.79,320,179.24,537,195.16,627,173.30,428,180.51,3436,141.60,566,155.68,944,179.60,130,140.31,16
Feb-2016,179.90,9151,152.62,305,215.95,2788,178.09,183,179.40,351,195.45,301,172.64,405,180.93,2997,140.71,561,154.94,1109,178.61,136,136.25,15
Mar-2016,181.39,11459,151.51,338,221.89,2902,177.62,683,180.96,685,195.60,283,173.62,469,181.47,3706,141.34,702,155.97,1474,177.77,196,132.04,21
Apr-2016,183.59,14664,152.29,424,226.68,3736,177.96,829,180.78,839,197.11,384,175.30,568,183.93,4388,141.94,911,157.41,2155,177.86,380,134.78,50
May-2016,186.55,19886,155.28,731,233.17,5192,178.44,938,181.20,916,197.47,381,179.79,713,186.99,5693,143.90,1088,158.32,3539,180.07,610,135.96,85
Jun-2016,190.59,24916,161.79,703,239.22,4829,178.82,1153,180.69,1153,200.13,262,184.12,938,193.15,7505,145.25,1805,158.99,5162,182.28,1246,141.03,160
Jul-2016,194.41,22154,167.88,836,244.81,5380,178.71,1176,180.67,1207,203.41,714,188.54,966,199.22,7506,146.55,1886,159.91,2012,183.19,347,140.48,124
Aug-2016,197.55,23976,171.49,890,249.09,5671,178.33,1311,181.40,1520,203.15,1377,192.40,1033,204.83,8272,147.49,1784,160.47,1714,180.81,295,141.53,109
Sep-2016,199.26,19591,173.44,676,249.53,3577,178.82,1205,180.76,1244,203.30,924,195.10,802,209.28,7922,147.25,1358,160.15,1554,179.78,273,141.47,56
Oct-2016,199.89,15461,174.00,532,248.01,3198,179.78,987,180.68,1011,204.03,623,197.91,620,211.71,5797,147.35,983,159.30,1470,179.34,208,141.12,32
Nov-2016,200.10,15899,174.64,471,244.71,2621,180.99,1150,180.34,1015,203.54,562,200.66,715,213.95,6289,146.14,1074,158.84,1708,179.54,227,141.93,67
Dec-2016,200.69,12602,176.78,372,242.64,2162,182.14,554,180.47,554,201.11,550,201.47,577,216.53,5307,145.58,825,158.63,1419,179.74,244,142.51,38
Jan-2017,201.59,11425,177.11,321,243.39,1807,182.25,1005,180.22,876,199.78,448,203.73,491,218.30,4779,144.92,596,159.29,922,181.12,118,142.50,62
Feb-2017,203.55,11281,176.95,355,246.86,2120,179.87,864,179.28,644,198.77,354,206.66,622,222.46,4467,145.46,519,159.49,1082,180.43,171,139.82,83
Mar-2017,205.39,12797,178.78,328,248.97,2139,179.42,1006,175.98,752,199.99,298,211.02,633,226.47,4859,145.40,836,160.30,1645,177.20,204,137.43,97
Apr-2017,207.82,12772,181.48,375,248.68,2238,179.90,948,176.21,684,201.90,273,215.39,618,232.38,4497,145.29,792,161.21,1958,174.94,273,139.38,116
May-2017,212.22,20728,185.94,570,252.30,3766,180.73,1595,177.29,1197,202.79,465,222.03,950,240.71,6487,146.48,1256,162.16,3638,176.90,654,141.27,150
Jun-2017,217.57,25527,189.98,591,258.52,3876,181.25,1759,180.46,1274,202.23,379,231.19,1103,249.66,7943,148.23,2069,163.37,5293,180.56,1069,143.63,171
Jul-2017,221.68,23791,195.30,822,265.77,5511,182.01,1806,181.51,1351,203.70,810,236.07,1088,254.93,7384,151.14,1992,164.80,2404,181.89,392,142.12,231
Aug-2017,223.07,22095,198.88,654,272.18,4004,182.19,1750,182.99,1409,206.42,713,237.51,1135,253.84,7716,152.98,2060,165.54,2117,181.15,278,142.52,259
Sep-2017,221.49,17345,198.97,578,275.85,3819,183.44,1541,183.32,1178,205.74,855,233.10,730,247.04,5230,153.37,1341,166.21,1671,181.29,236,141.97,166
Oct-2017,219.22,15311,199.12,416,277.75,3150,182.99,1308,182.06,996,204.21,702,228.98,684,240.15,4735,152.94,1199,166.30,1738,181.99,232,143.75,151
Nov-2017,218.08,15772,199.10,431,277.85,3259,184.28,1415,180.70,1161,205.23,463,225.28,712,236.73,4998,151.83,1125,167.12,1804,183.59,228,144.90,176
Dec-2017,218.59,13642,197.06,364,281.40,2876,183.10,970,180.87,720,209.19,399,224.19,600,236.07,4933,152.58,932,167.77,1520,182.56,218,147.62,110
Jan-2018,219.19,12502,198.96,433,284.64,3059,182.48,1146,180.27,881,206.88,272,223.63,603,236.57,4223,151.94,604,167.94,1071,178.95,113,146.12,97
Feb-2018,218.90,9675,199.04,268,285.83,2100,180.97,859,178.79,647,204.77,210,224.08,452,236.22,3214,150.84,557,167.44,1162,176.32,131,147.29,75
Mar-2018,218.96,11602,201.07,316,287.39,2129,180.17,875,176.41,785,205.85,481,223.42,498,236.22,3654,149.76,804,167.15,1709,176.54,234,145.79,117
Apr-2018,219.49,12656,201.44,342,288.19,2187,180.17,926,176.88,716,204.29,304,225.11,619,236.78,4001,149.62,911,167.54,2182,179.10,339,146.70,129
May-2018,221.73,17518,205.05,459,291.20,2848,180.84,1197,178.19,1106,206.95,448,226.03,684,239.90,4714,152.23,1404,168.06,3803,180.19,683,146.75,172
Jun-2018,223.82,22712,207.73,445,292.84,2699,181.84,1560,180.87,1522,204.89,405,230.16,931,242.67,6068,155.24,2050,169.24,5540,181.83,1241,148.20,251
Jul-2018,225.57,19911,208.53,604,294.03,3534,181.81,1314,182.07,1060,208.83,566,232.61,930,244.70,6413,158.81,2276,171.41,2570,182.91,400,149.97,244
Aug-2018,226.12,20634,208.77,483,292.98,2616,181.33,1806,182.36,1638,209.10,957,235.86,1093,245.37,6808,160.99,2323,173.43,2283,183.74,329,149.11,298
Sep-2018,226.23,15072,209.84,517,293.02,2954,181.08,1303,182.41,1149,211.50,816,236.35,625,245.12,4569,161.23,1225,174.27,1539,182.64,204,148.75,171
Oct-2018,225.38,14077,209.57,345,290.60,1930,180.46,1072,181.09,1025,211.07,768,235.28,685,244.67,4703,160.54,1177,174.65,1938,180.88,261,147.21,173
Nov-2018,224.74,16309,209.57,317,288.76,1976,179.30,1289,180.00,1139,209.95,781,235.11,896,244.43,5727,159.88,1445,174.45,2271,183.01,317,147.35,151
Dec-2018,224.07,11369,208.79,377,285.36,1953,178.27,786,177.48,601,208.16,487,234.06,567,244.85,3901,161.54,900,175.10,1495,182.30,189,147.56,113
Jan-2019,223.96,10306,208.77,265,284.58,1546,177.43,922,176.00,803,208.27,393,233.96,505,245.16,3853,161.00,682,175.43,1119,184.58,135,148.66,83
Feb-2019,223.00,8462,204.68,199,282.65,1341,176.06,666,175.89,631,207.46,249,230.79,412,244.62,2850,159.94,576,176.07,1319,182.45,153,149.04,66
Mar-2019,222.30,10059,202.44,218,281.35,1384,175.14,898,176.56,784,206.83,289,230.58,495,243.91,3203,157.55,712,176.28,1731,183.38,240,150.19,105
Apr-2019,222.22,13023,202.77,314,280.09,1982,174.57,865,176.66,661,202.68,558,232.44,621,244.56,4038,158.91,1067,176.01,2418,182.65,358,148.50,141
May-2019,223.26,18910,204.17,463,279.40,2661,175.12,1028,176.16,912,203.77,558,237.47,874,246.21,5389,161.58,1661,176.89,4225,184.06,927,149.84,212
Jun-2019,224.96,22015,208.39,428,278.61,2233,175.02,1281,176.21,1250,204.00,504,241.32,1031,249.49,6332,165.07,1996,178.34,5543,184.54,1142,152.15,275
Jul-2019,226.57,21881,209.73,540,275.70,2229,176.24,1802,177.01,1511,209.87,873,244.52,1098,252.63,7615,168.39,2366,181.36,3017,184.67,473,154.58,357
Aug-2019,227.51,21201,210.22,508,273.56,2393,177.23,1503,176.78,1448,211.37,748,246.29,1190,254.66,7854,171.26,2407,183.40,2419,183.91,418,157.36,313
Sep-2019,227.72,16710,209.66,482,272.21,2556,177.59,1298,176.74,1103,212.59,846,246.53,825,255.01,5662,172.66,1481,185.21,1974,182.56,282,157.40,201
Oct-2019,227.60,16973,211.07,400,272.67,2679,177.40,1219,174.99,1074,211.69,698,245.94,855,254.61,5945,172.94,1448,185.07,2151,182.70,284,159.42,220
Nov-2019,227.96,18468,211.11,513,273.78,3806,177.69,1159,175.20,1052,210.39,708,246.90,902,254.70,5906,172.89,1504,185.56,2410,184.61,343,157.30,165
Dec-2019,228.44,13574,211.15,311,273.81,2066,176.60,892,174.84,765,210.28,355,247.95,642,255.82,4881,173.46,1127,186.25,2081,185.01,291,158.41,163
Jan-2020,228.60,11740,209.36,228,274.33,1665,174.61,1002,175.04,727,208.87,399,250.01,631,256.23,4540,173.70,839,187.17,1440,182.39,170,158.21,99
Feb-2020,229.41,10446,209.70,267,276.58,2435,173.07,714,172.69,624,208.98,367,249.19,463,257.21,3183,173.81,692,189.27,1433,181.57,188,159.53,80
Mar-2020,230.83,12240,209.74,260,279.41,2059,172.84,952,171.72,763,207.37,370,250.18,545,259.43,3895,175.77,857,189.58,2120,182.16,285,159.71,134
Apr-2020,233.94,13720,212.18,299,281.11,2108,173.18,1121,171.75,923,209.24,406,253.04,640,264.58,4319,179.95,1007,192.74,2349,182.65,409,162.63,139
May-2020,236.55,14709,211.14,344,281.23,2442,172.92,782,173.22,666,210.66,396,257.08,739,270.13,4203,183.82,1144,194.04,3011,183.72,812,165.56,170
Jun-2020,238.19,16700,212.86,293,281.75,1675,172.76,824,171.95,712,214.45,395,261.52,750,272.16,4514,186.55,1598,196.67,4327,184.59,1421,170.05,191
Jul-2020,239.01,17517,212.31,429,281.67,2707,172.93,1025,172.43,989,216.76,806,262.82,853,272.98,4783,188.80,1880,198.25,3043,187.25,732,171.80,270
Aug-2020,240.43,20920,217.19,534,282.34,2778,172.88,1665,172.59,1665,218.24,1222,267.02,1056,273.31,6566,192.92,2022,201.99,2650,188.17,449,174.88,313
Sep-2020,243.01,21533,217.82,637,284.07,3278,173.03,1263,175.31,1167,219.21,973,272.17,1169,276.11,7267,197.31,1895,205.76,3052,192.38,525,176.57,307
Oct-2020,246.09,25050,221.63,746,288.26,4454,173.24,1666,176.28,1547,220.20,974,277.95,1293,278.82,8391,202.57,2059,209.46,3005,194.21,596,179.15,319
Nov-2020,248.39,21662,224.10,567,291.05,3631,173.66,1245,176.95,1042,221.46,749,283.13,1165,280.99,7710,205.25,1922,212.43,2851,195.50,498,182.04,282
